Loan ID,Credit Score,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
b290291a-41cf-4a75-b3a3-33b3af5733e6,705,NA,10,0,320948,528638,0,0
347f5187-ea30-4f02-a090-de286c461a6d,712,NA,5,0,109668,226732,0,0
e3441704-409d-44d5-a74e-8c5ecdc58468,701,NA,13,0,90060,197472,0,0
0a42f942-e439-4279-962c-23f55b47ddc2,674,NA,16,0,354521,529672,0,0
1a8a5d0a-6ef5-4cb6-8ffa-864c6e0f4645,702,41,8,0,187625,252032,0,0
73c9eb8d-b4bb-4317-b4e2-11960edb602d,,40,12,0,388683,668734,0,0
3801c66a-66a5-46a2-86f1-7f17fc4cea7c,714,33,10,0,80142,282062,0,0
e2b0b89e-56ba-4779-91d5-98ab7e0d6388,6870,NA,8,1,300124,399432,1,0
f1d14b1d-1835-412c-996b-d07c7f7fedd5,689,82,9,1,277210,548680,1,0
bf3eede8-ee71-47e0-bf00-bcc6e310ec36,686,NA,7,0,364173,622842,0,0
8cbd0e08-af64-4817-842e-72c474360745,654,27,12,0,65531,247148,0,0
00ebd3cc-6dab-4fe1-b63d-bcef9d46283d,746,NA,11,0,464968,984236,0,0
6e049cfb-fd61-4ba4-a2bc-71abcbd9695d,,NA,13,0,3534,1360656,0,0
2d6f8182-58b0-479d-b712-cc78fcc00781,738,NA,18,0,459458,1149060,0,0
d36511e7-0ef2-451d-8904-81a6ce0cda8e,742,NA,8,0,94297,381766,0,0
5fdb9b0f-0dba-4f97-b187-dcccfb4745fc,7200,33,8,0,143298,291104,0,0
f4c7ed74-df66-48e3-80f0-155d0b4c8701,,9,8,0,236778,434478,0,0
9f1d3bb4-beb3-407c-b1b1-2992faa785c6,745,NA,8,0,101232,1395350,0,0
17c2442d-47de-4a00-9fc4-fd3b494fa56e,,NA,7,0,86146,269610,0,0
0881be78-254b-44dc-b5b0-2b6c1345d02c,737,40,5,0,111473,216942,0,0
f28d8664-37e0-456c-b63e-98da06ee11c6,748,NA,19,0,1201522,6887364,0,0
155c8e15-019e-4769-9f8d-0f3efedae7b2,705,47,2,0,148276,179234,0,0
483950b1-004a-45df-913b-6258509669ec,,NA,10,0,546668,1338216,0,0
2c686e97-47a7-43a1-8179-a2b7118b0364,745,26,15,0,821275,1523962,0,0
18030b9b-2269-4693-9598-2ba32962b62b,705,NA,8,0,193230,287936,0,0
f02000f9-1d79-4ab2-8538-cb5d83e0480c,735,NA,5,1,32870,152262,1,0
13ac762e-3766-4077-a35e-05f73f366f83,718,9,22,0,278350,584914,0,0
e824b761-4acb-4d50-83d6-c8081f57b93c,660,53,9,0,399133,528176,0,0
d3660758-cb22-443a-8536-7b29765ac019,734,NA,5,0,74214,146124,0,0
a325a67d-c0cd-4fee-bb02-674d58b4cb0c,750,NA,20,0,144058,1635238,0,0
ab35be62-3cb4-47dd-9929-f4592173ac26,714,36,11,0,629793,1432684,0,0
3812ee99-cd76-4098-a1fe-88fa137f9862,,NA,11,2,111663,414414,1,1
46d64666-823b-4caf-af44-ac433a896188,741,51,13,0,66937,227326,0,0
d9831857-1217-4d5f-937a-d9d31dd6fdcc,,19,16,0,214624,487278,0,0
bc4dfdcf-14bb-4de9-9dc1-c39ebc0a3d6d,,NA,11,1,281941,515724,1,0
64e44176-5558-498f-a0af-5ccc062050cd,746,NA,6,0,279015,413116,0,0
7df988a7-e7e0-4d00-a845-c6249a19865b,748,NA,24,0,329555,3376868,0,0
4effad79-806f-4281-b156-321aa8340788,746,NA,22,0,26182,1516350,0,0
794a3cb2-ca4d-48ca-9b6e-307d9056e3a9,727,NA,10,0,183198,248974,0,0
9e825666-4423-4c6b-9297-edfe9b463e74,718,NA,25,0,0,0,0,0
360e4e3a-f672-4f20-a855-236a72fd8148,730,NA,2,0,0,0,0,0
56eef7e2-349f-4e5a-a4bd-7890acfa22c7,675,NA,7,0,105203,127556,0,0
c1b97f79-6374-46a8-8bdb-d619cc82aec7,722,24,8,0,91846,152152,0,0
0ea86ab9-a516-4c48-99c4-4c84152256e6,,NA,10,0,132981,508222,0,0
3fc5ce77-1603-4e0f-81a8-2abf5956d24a,633,NA,8,0,91485,318098,0,0
ce08cb71-0b64-4543-9c66-7393c6c5a9f6,,NA,16,0,516097,786280,0,0
dcfed9b3-1a01-483a-8c4c-a1e4f17e63d4,668,NA,12,0,300048,357808,0,0
dca3683d-377d-438c-9746-7bb88d5c823f,701,45,8,0,325983,662178,0,0
3b305653-f03f-443c-b27f-fca376e92833,750,24,18,0,62586,1393766,0,0
62d9bfd3-d9f1-4d92-b605-c8ff64b11098,735,NA,4,0,150423,187484,0,0
e3322f5b-c8a6-40c3-92f0-07453d7a57c2,748,NA,10,0,132335,1042360,0,0
e69132c2-3554-46ba-b4f8-b1f36cc02486,726,32,12,0,117154,309716,0,0
eafbe253-087a-4a8a-a5de-24da94b98f50,740,NA,13,0,608209,949124,0,0
0a329cdd-c1f7-405b-a446-5c828595cacc,595,32,6,0,0,0,0,0
21b76d58-f975-424c-8efd-6c7ed5b577d2,697,NA,18,0,1025278,2278628,0,0
1b88aa85-a00e-4d67-8567-900484641e48,,37,10,0,211831,435666,0,0
3d397301-0bc8-4050-aede-af1ae9cf9096,,NA,6,0,805562,946968,0,0
de8159f4-74e6-4ebe-bc66-22de0ed6a266,720,11,7,0,682993,901736,0,0
e9aae9f3-133b-48a5-9235-cb26f34c793c,722,NA,7,0,19076,98582,0,0
d9adc4b2-8725-44ec-9eba-23c1a60f6a49,733,44,14,0,216695,261646,0,0
fd9ffbd9-f1ff-4828-9590-3edad66721e5,738,78,11,0,764978,1449712,0,0
25693517-8682-4d53-bcc9-21e40a993c4b,,NA,9,0,244587,329318,0,0
17de5dad-a6c3-4ebc-a13f-84af2ba2ab51,,NA,36,0,202027,4977170,0,0
ae33f0e6-024f-4609-bfa1-0fb8299ae0ce,732,13,9,1,162982,561682,1,0
af336bdb-b044-434b-a45c-a2bd6ad95456,739,40,10,0,109592,267718,0,0
1b22649d-6da1-4bef-8f83-46c70422540b,720,NA,19,0,403788,752906,0,0
ce69da43-abb0-4e67-a5bc-76fd2c65f9f1,,NA,26,0,306888,1149940,0,0
2c2cb3a9-1e3b-481e-8b89-7c88f6aa58bb,,0,4,0,28975,114488,NA,0
5d4b2d95-ce20-4b00-8f40-0d3d08f752ee,,NA,6,0,49704,135410,0,0
416ff54e-4281-48a3-959a-69ecdf05abf0,706,NA,12,0,242041,1148642,0,0
411f804f-6d55-490c-a763-d037ab2bd03b,722,5,14,0,616056,1887116,0,0
3fddfce3-9232-40f9-8e7e-c6ecb53c9c6c,664,NA,9,0,513912,690294,0,0
79a9361f-1236-4539-80b9-b8ea11c6872f,698,33,3,0,80370,143198,0,0
a0044f9c-4d06-4dda-abc9-287ddbd307d5,751,NA,8,0,293854,1604922,0,0
2c1f0736-15b9-4a9b-8f87-98b2be0a322d,720,66,7,0,173185,231572,0,0
b8945af9-23c3-42d3-8152-2bd5a36a56a4,,NA,11,0,333298,563398,0,0
6d3e8de2-cbda-4511-86bc-c74535302d83,,10,19,1,836475,1174008,0,1
92df090c-ba4b-4e59-a12f-59c47c20ca96,742,NA,15,0,413383,801768,0,0
bf7a92cc-cba8-4a1a-9b16-78570c045056,700,53,12,1,146015,243980,1,0
cb3116b6-8576-4cba-89cd-b7f96a209896,733,NA,9,0,286615,492382,0,0
a02b207e-0300-4597-a7a5-b651d5e2d593,729,12,14,0,232807,441188,0,0
7072a58b-2fe7-4511-8231-06e9028a6248,,NA,10,0,248596,310178,0,0
a557bb39-6009-496a-8076-13345c2d655c,717,55,10,0,594738,760078,0,0
264f78b3-a6c5-4242-8bc9-6463f24452da,,64,8,0,17518,174900,0,0
bfef1576-298c-4ae0-a0bc-6e247ffcbd86,719,29,17,0,126331,270380,0,0
9279d6b1-755f-4018-bd64-4f3f901207ab,746,NA,8,0,562438,1535930,0,0
9c22e832-d648-4931-92ba-eb289a3ec33b,,NA,8,0,606347,1164328,0,0
16b7114c-c69d-490b-ba93-ca22f72588ca,700,35,6,0,51376,105666,0,0
d766a80e-cc28-4d38-9caa-fe6ca768dbba,701,NA,18,0,694507,1472812,0,0
35d63435-c98c-4f00-aadc-6784b2b8680f,706,NA,10,0,112879,226138,0,0
1bf9db77-d42d-464a-9f75-52abc2866ec7,703,NA,16,0,452979,671572,0,0
42de1af5-6d81-45d8-bf15-8097d4b7d3ba,690,37,22,0,348878,709984,0,0
83fbc06a-6e2c-44d0-8e2e-d450771b391b,741,25,11,0,74461,313544,0,0
70a17e61-c2b0-44aa-88d4-83c2ae973eca,,42,11,1,114038,369886,0,0
b4a47fac-4177-41a9-9bca-74d263a6f33a,730,10,8,0,508782,714934,0,0
959f4ed2-dcb5-4f42-879d-239c5f4e8932,719,NA,13,0,102087,537262,0,0
ef0f75f7-8da5-47c9-b579-553341672ea2,692,43,9,0,234194,281006,0,0
f6815235-482a-4c4d-8595-15a6341288ed,,57,10,1,147858,710424,0,1
47e190ae-5e4e-42b0-8880-c336f718e0a5,668,NA,25,0,580051,963622,0,0
8a807186-fe2e-46b4-9279-8ad6667246e1,666,77,6,0,228057,312114,0,0
545dabeb-43cc-497a-b206-67e702252dda,7400,NA,14,0,122094,443168,0,0
592b7ec9-7cef-472f-bc21-d159f23351c4,7230,NA,10,0,106153,418088,0,0
cd0c27bc-5289-4c23-a589-058fb691b43f,716,41,13,0,316825,705496,0,0
e8419daa-0b04-4ffc-8d77-04cd3f7d2ac8,,NA,22,0,134919,305118,0,0
c9872b5e-511f-43b2-91b5-e5faf7da2617,737,38,8,0,291612,431222,0,0
0e87e499-c97b-4268-9b24-6448f05e53be,724,34,4,0,19228,50930,0,0
8ada4084-0590-4b54-827b-1a61b9b01d2f,717,4,9,0,90402,131516,0,0
9b8940cf-3ccd-4742-8184-ad3d23383590,666,70,13,0,296438,439494,0,0
59be1ce0-a65a-4462-809e-844938acfae8,,NA,5,5,779,60082,0,1
b80b84fd-3a87-4724-a992-d209e1c7a060,,NA,10,1,180785,1137664,1,0
2160531c-b106-4f6b-88d2-2bca53c7da6d,735,NA,8,1,52820,122320,1,0
6bd2e45a-82f3-4129-b700-51b353677cb7,706,NA,2,0,13737,17270,0,0
f7c35739-258d-4673-b2c5-c252b0d9a933,716,6,8,0,412281,670472,0,0
564c2603-b906-47b8-b02e-92a1af9a5ce5,746,66,12,0,360335,595188,0,0
365fa9f1-3c95-437b-994f-cecddff66a66,,NA,16,0,26999,339900,0,0
18a48123-55d5-4f2f-902e-c89bfff353d8,739,32,2,0,5510,708972,0,0
860f6f96-51d9-466f-b427-200179fbd93e,691,62,27,0,92720,528880,0,0
330d8fd5-6c09-427c-92cb-e2ca1795aeeb,750,NA,22,0,161310,856812,0,0
b2eaf326-5ca5-4381-9473-7c948b8c739a,7390,NA,13,0,202730,241252,0,0
a000f85a-f329-4d82-90b1-5b211527642a,739,67,8,0,307648,675950,0,0
c14a2980-bec9-48a6-ab98-df044f14cfe6,723,NA,15,1,279034,414216,1,0
ed15dc31-8c4e-46da-be72-598be9a800f3,725,40,6,0,95228,171490,0,0
ef251e62-28a2-40bc-948d-59a6fd6ea5ec,6790,NA,19,0,268774,1033934,0,0
e195d17c-1df2-46fa-9ccd-ec2b1cf59b17,697,NA,4,0,41724,90970,0,0
c2cf731c-8ca8-47b9-8565-69d7dec693bc,733,43,9,0,149929,262636,0,0
4b99c219-f29c-41f4-b851-1842d89bfc6b,,46,12,0,16872,85272,0,0
014149a6-a284-488a-bddd-4c40f0ba4d80,739,NA,15,0,315571,964128,0,0
51efe866-5731-483d-a34c-0625d0abf8e8,7130,NA,6,0,61294,78584,0,0
04b78b08-593d-4180-8c04-5a40759f4ec2,708,NA,7,0,823023,1255584,0,0
fbb782aa-c4b1-409d-bd67-e4adbd97f7ff,7290,NA,8,0,300504,432212,0,0
26633703-8e7e-4c3b-8805-331236c42c4f,741,37,16,0,706287,941094,0,0
d070b35b-cb35-474c-9e72-f26ef01c3bbd,732,NA,12,0,178543,1476706,0,0
9595b7cb-f44d-4599-b538-baec969b34c8,747,12,15,0,362463,1462362,0,0
1596dd1e-d8ba-45eb-b4a8-ee75736b66b6,688,NA,3,0,100510,191730,0,0
2220f35b-4b57-4c58-b909-5295cb9bea2f,,12,11,0,193876,810392,0,0
0a666711-7fe7-4771-bb68-cb17ca601b11,714,87,11,0,266722,487872,0,0
96be6225-ed12-48b5-98ce-87a3ed2fb76f,734,55,10,0,191406,297110,0,0
03044e1e-480a-46ae-9923-09ce29fcec37,718,7,6,0,156275,234366,0,0
c294635a-bd44-4e9e-a60e-2317c988efdd,673,8,10,0,472264,566082,0,0
bce0c9aa-4209-4051-9078-666b305c27b3,7270,19,5,2,331968,427086,0,2
f7345eb3-bdef-4265-9f55-b9cbeb037696,7220,NA,10,0,308275,756250,0,0
ea0f993d-1a56-419b-81fc-4a284e84a217,720,NA,5,0,171456,287298,0,0
eeff94d9-a279-4269-8f47-2eabd0359406,,20,7,0,61959,96426,0,0
d9bd50bb-80e2-4b7a-a89b-a4d4b66587ba,,27,10,0,105070,180246,0,0
f1ba0214-a93c-4e38-8582-43096d4f36ce,747,21,15,0,306983,1036288,0,0
3d6b04d5-d5df-4f31-aec7-666db845fec5,721,NA,6,0,737808,888052,0,0
2f69c4d4-6281-4391-9b09-0f16154c584f,740,NA,13,0,227183,1948584,0,0
7e1f54e9-f15d-40be-a684-4b069174f160,684,23,8,1,163248,261822,1,0
55d5ed41-bc9f-4069-be40-a87c688e1835,743,NA,9,0,187055,273790,0,0
f15869fa-65a8-4234-90be-3539af9fbaa8,725,34,6,0,130986,255332,0,0
a2397dbd-d80e-488a-ac72-f618b85d9d7c,,NA,10,0,593123,972774,0,0
0a8bf32b-1d80-4ce1-8a07-9aec77d38882,733,32,8,0,122854,463342,0,0
afaf9f03-80f9-411a-a1c2-d6e10e5b1806,741,NA,16,0,355053,1005158,0,0
2007e5b9-4f79-4561-8c18-ee393bd0d1b1,689,NA,7,0,44916,145684,0,0
a08d7830-085c-4444-b44b-2d8a44183523,704,19,13,0,67792,244552,0,0
ac7a9a32-29b8-4804-ab1a-5fca68cea0e7,673,NA,17,1,626620,1042470,1,0
f8251bc4-aefb-4560-8656-622c807e2b4c,,NA,5,4,59945,176198,0,4
920e1d74-fd35-4afc-8197-bc2041a36303,,21,14,0,269401,550132,0,0
606e2bff-5559-4220-8dfc-cffc3d7ba8d2,705,9,10,0,399247,523556,0,0
b3dbe549-3d9f-46f6-8f97-1c2b7001fdb6,,17,13,0,241167,569888,0,0
fa25d9a5-9dbc-43b7-a19e-c4e3ec88d724,718,40,6,0,61218,94908,0,0
8f7f0628-72a4-4d28-9a0d-ba076e229144,727,23,12,0,455392,645392,0,0
a2b272db-326a-4cd3-bef4-a23b7433d95f,699,NA,13,0,393205,919776,0,0
605f3c8e-765b-41b8-a31c-94397a36d5cd,7390,65,12,0,489744,843854,0,0
31ada3a2-f214-4e84-ad00-77e933e6918f,728,NA,12,0,475285,929610,0,0
c9c80188-4ff3-4429-aad5-5c34e0459413,,NA,16,0,337706,913638,0,0
2c2e6f59-418a-4a73-87ea-c0c364e3ced1,737,NA,15,0,461548,777920,0,0
b7829899-dbca-491d-a853-c6d792493ff3,,NA,8,0,170525,292952,0,0
b26b3632-b5a1-4f36-b5ce-11914077113b,745,56,6,0,164901,285846,0,0
e93f8327-3c1a-45ed-aa60-fa9c83efde23,602,1,6,0,737618,4425278,0,0
bd1e9ee0-4138-490c-9626-bb05efa23418,,70,21,1,50464,402974,1,0
4270535a-dc7b-41d7-9ffb-29365a3a9b70,750,45,6,0,57912,253088,0,0
28f82a8c-9729-4eab-bd06-10d1bbc63a27,717,33,18,0,298718,1160654,0,0
3172bc8d-25f4-4d19-a34d-b214fde40a26,729,NA,8,0,268527,422466,0,0
576c59d6-6484-4503-9429-7a497c34820f,731,NA,19,0,169784,1191454,0,0
6504664a-713c-484a-9645-c3aeabba7f23,,NA,9,0,50027,212938,0,0
d2f03d52-9398-41d7-b4eb-c052345c65dd,,26,6,0,225492,479952,0,0
463e92e2-4aea-43a6-9abd-55075c6f45a0,747,NA,26,0,588373,3423442,0,0
093d986e-0e51-4c37-98da-46c91c715b32,,13,13,1,35321,629156,1,0
24e30a8e-216a-43b4-a2f7-3871083f5368,724,NA,7,0,65797,190916,0,0
6b21bac9-c101-493f-8f80-1b8e843fb8b3,,58,17,0,224865,784256,0,0
ce03bad8-48b8-4fce-990d-87d7e60f33ad,7270,24,7,0,71478,192918,0,0
d29f72b6-e612-487a-802b-a9b0e00323ca,742,NA,5,0,410666,539748,0,0
1a7d424d-aacf-45b8-9992-f032a94623a9,,NA,10,1,145331,568502,1,0
2424b7b9-7ae2-45cd-b9b9-5991d18763a6,739,9,9,0,92321,330990,0,0
2c0e2c8d-a465-4269-86a4-3249323291c7,747,NA,13,0,28272,137544,0,0
cdec8d76-d9eb-4306-872e-4b0478c8ba49,,NA,3,5,9500,125004,1,4
0e9e597a-7bcc-4e1e-ae80-cdd33ada0f57,,29,12,0,61636,229526,0,0
a10170d3-4efd-4499-9a55-69eab0bb0930,6960,NA,6,0,90896,115654,0,0
5cbfe8ed-8971-47ca-9eba-28348092a7ee,701,7,12,0,307914,599214,0,0
7d6678a9-fcb6-480a-97b1-7b1f9ee45966,717,NA,6,0,52307,132792,0,0
b352e12f-a97d-4642-b21a-3e055ece3054,738,NA,15,0,290415,462550,0,0
7c4f0a4d-50cb-489d-b727-dcc88921c683,722,NA,14,0,90763,215358,0,0
dc7bb588-7a25-4031-b705-5d87e95f7c1a,673,64,10,0,489725,728860,0,0
742b1457-0340-4de5-95af-9156ab0f2973,723,NA,15,1,66196,153274,1,0
7c0d207b-6e41-4cbd-aaf5-462bb80e849e,743,NA,9,0,500821,744414,0,0
ab1f7bc3-7a4c-4625-88ee-159da92c7c11,723,17,4,0,155059,342650,0,0
8131bbcc-884b-44cb-b13c-d8eecde60dba,705,NA,10,0,86868,209132,0,0
2f82c451-ddfa-4e38-91a6-9e207b0a3579,,20,20,0,182229,439604,0,0
2d580b35-6d59-4635-96c8-0bd88a467985,723,60,5,0,63061,115016,0,0
59b12fa3-1b1a-43a3-9e81-25f1b41e9c67,644,47,9,0,58026,191400,0,0
6a7b0853-17d0-460e-8530-08223a9d24f7,701,18,10,0,179759,1425600,0,0
882a38a3-a62a-4563-85e4-7def783b6992,726,18,13,0,528846,805706,0,0
83ab2cfe-faf5-43c7-be1b-2cf99592f3a1,,41,9,0,40736,535964,0,0
9582dee0-57e2-424c-921b-05f0dc26aed5,744,39,11,0,440895,1086184,0,0
b5b5080f-902a-4dfc-baeb-7513032b5703,740,14,12,0,145692,1895498,0,0
7c42247b-a971-4990-a777-d5701d9a3e37,,NA,7,1,168435,326678,1,0
d137d6eb-ccaf-4137-b911-1c11de99876b,737,NA,7,0,550981,876348,0,0
414d8f26-5fff-4c1f-b4e9-69d69a605c3e,743,NA,8,0,107502,200112,0,0
a8f8edb1-5b5e-49ea-b779-57a83d4311bf,670,NA,10,0,164939,371580,0,0
93eaa0df-4f95-48ee-ae8a-82c38b820c50,719,NA,15,0,1256869,2130766,0,0
6b675127-d98a-4922-a88f-0a2ff65953fd,725,39,13,0,144704,598378,0,0
4edab07f-7de6-43fa-a619-459bd07bd631,,5,12,0,275557,748990,0,0
c4be017a-fe4e-447e-9063-16810bcb5269,747,NA,8,0,12426,575102,0,0
72c48802-3337-4884-99c5-f88faf1a4fec,750,11,11,0,445854,1870484,0,0
ddc5ce36-1d41-429e-9e4f-205ab88dcf07,724,NA,14,0,365655,606562,0,0
427a6be7-f799-4fad-a3a2-b8061dbc5bbe,,32,2,0,3021,15730,0,0
82a8423c-2589-4732-96f9-b6ec0e6bd659,663,NA,11,0,558049,1054108,0,0
45424515-ed2a-4606-9b1a-a16f92bf60e6,675,NA,12,0,632719,855888,0,0
810e335c-edd7-4151-a4d8-e6efedade4cf,721,NA,13,1,237785,296714,1,0
127d7d72-b68b-4c26-815d-c4c4cf5b5da7,744,45,8,1,230318,381524,1,0
aaeb8efb-2618-47ec-8a61-60c49fc8aaad,662,15,9,0,78698,240438,0,0
b90dc5e0-d046-49e7-b890-13f87cde2b0e,740,NA,22,0,355300,1185624,0,0
a145decf-d736-44dd-9da0-44d87cfeb59e,716,10,14,0,371051,1053052,0,0
7a4f50c4-b9aa-45c0-adf7-32df388a67e4,,60,7,0,208563,401808,0,0
3731a9b7-4097-4636-98b9-173a9fe60978,744,NA,13,0,567834,985732,0,0
afd8c536-1ff4-490c-8a2f-25131e53636c,745,NA,18,0,220761,676280,0,0
9df7cbf1-72ac-47c3-a8e7-afc4cdeacebf,723,NA,11,1,374053,590898,1,0
d608ce6a-27e6-4abb-9260-58607b65a377,723,25,10,0,96539,177738,0,0
3dd38408-736e-48cf-82fc-0c81c95266b8,708,53,8,0,93860,265694,0,0
54a10e1e-153c-429f-845c-fba7024b4f16,734,32,5,0,327218,669416,0,0
f1104ade-7f6d-4544-b166-37e499aac6e7,739,58,11,0,168454,534358,0,0
a6409ec7-c625-47d6-ab89-abea2cc6ed83,712,NA,12,0,170430,850630,0,0
db4aceb2-5098-41f1-913d-11badb73ce28,691,NA,10,0,298091,506066,0,0
8178cbd0-96bc-4545-af57-767205a68bf7,743,NA,16,0,456817,954756,0,0
853645ee-e763-4d37-99b0-cb130af90ae0,677,NA,4,0,100662,143550,0,0
d5c90d82-6485-4767-9708-098551b06b03,,77,11,0,404016,850564,0,0
843290ac-1f0a-432a-99f6-a3ff88e5b98c,739,NA,12,1,73017,327712,1,0
62627415-2b55-474d-b396-d562e7292ffe,,NA,7,0,153292,359304,0,0
96860ea4-3eb8-46c5-a45c-b93346b2a66c,,2,14,0,223611,316140,0,0
510885e7-8a0c-4387-b43e-e6fcc1af04c4,7480,53,9,0,353609,1106600,0,0
532794e5-83a6-424a-9d70-790936a36368,740,NA,8,0,437247,849486,0,0
e09e4350-9bf5-4d66-878a-70970242a81a,741,NA,6,1,107806,135674,1,0
af95ba50-4e00-4f5a-bd19-582811728ba6,684,19,8,1,180728,360184,1,0
392e4cfd-e086-4d09-82d7-d08572a80495,746,NA,11,0,683259,1316370,0,0
0fd7e437-48b5-4f4c-aede-904aea3b5c9b,,NA,11,0,220704,447546,0,0
1c537b66-e82e-4937-a05b-37e01719d8db,,12,6,0,21622,27060,0,0
1e3b032d-c4d7-4453-9207-d0d0bebf78ae,713,NA,9,1,151791,466180,1,0
859aecd2-47df-4ff0-90b9-6fcd56cd92f5,703,NA,15,0,708586,1860474,0,0
bc3a3695-f623-4785-8679-c138b40da63c,741,20,19,0,445189,1396956,0,0
545d13d4-0f23-40c1-80c6-f6ac6cb3ed30,,33,9,0,146452,632764,0,0
41aba999-92d4-456e-bdb1-31ded403e101,742,42,4,1,20140,62854,1,0
d404046c-6158-4a19-b61b-251276a0630f,739,42,7,0,231515,532928,0,0
afd81ba3-0000-4e36-940f-a6deafe04a30,674,NA,13,0,712899,1021592,0,0
3f3edbb6-b758-4afb-bd58-0db7f5b98b4e,744,33,9,0,54511,239118,0,0
396f2570-7e3c-47e1-9788-0fd52abdc822,719,NA,22,0,155477,538978,0,0
1e43af6d-67b0-4da5-9734-1bfff75dc955,7010,NA,10,0,199063,240350,0,0
50821638-ed21-4e3e-9596-a161bafb83ac,,NA,5,0,121600,577060,0,0
0d0fa08a-eb05-4832-8538-6be480b2e26a,,NA,11,0,1101411,4924040,0,0
752c9c30-f390-45ce-a7e6-95165daeb0a4,739,6,10,0,98306,159434,0,0
7aeeb207-bf52-4dc3-9642-d04bdb7758a6,718,NA,7,1,76646,128436,1,0
02aa07be-8d7b-4961-bea5-16db17a0b441,726,40,20,0,811509,1898292,0,0
f6551acc-62fa-44ad-96a3-fa0de4a1879a,686,36,15,0,2037085,3231140,0,0
17175322-6ef4-4694-8814-ae43b1754ced,740,NA,8,0,425923,559152,0,0
b7937877-f6dd-461d-ad0a-06f97025ddea,746,NA,16,0,144609,1116258,0,0
0c276c3f-d60a-407f-89b5-fd9bfa75a07d,668,50,15,0,498066,826232,0,0
4a44ae42-c062-43dc-a898-cea3a3bb8ea8,720,64,4,0,35112,89364,0,0
a2056b13-b2c8-4394-8bcf-eeb9fd357d5d,742,5,22,1,239343,952314,1,0
0a43832c-e083-4f33-8189-5db21e83fcb1,728,NA,17,0,285950,403788,0,0
f12d9105-a741-4795-bb02-cd91b8856c3c,,NA,7,0,80028,151426,0,0
41580b47-061d-4d6b-be32-befbd0555090,742,NA,8,0,411369,693330,0,0
f4397d3b-4d32-4517-a3bf-8352e95fbaa7,704,NA,8,1,245518,548812,1,0
0ad36ce6-d2dd-4bb5-ba10-1f93e542caf5,730,24,6,0,279395,504702,0,0
6d47e2f2-4550-4558-90ed-15c235b3acf6,698,NA,9,0,431300,713438,0,0
caa037f5-e7c9-4a18-95e2-13e509bccf16,740,NA,14,0,725458,2079198,0,0
0ff3fbbd-c424-4b3f-8a07-f215267a90db,747,NA,9,0,265278,846164,0,0
d0e531da-b1b7-411d-b086-89e2f1c8aa4c,749,6,14,0,46398,422950,0,0
126fb344-ab17-4d11-8c46-71ad1ce21c1e,727,NA,6,0,29450,1099956,0,0
c70cd8b0-026d-4d6c-aa88-dda2d98d3a6a,736,77,12,0,452599,1027554,0,0
8fd804e6-2aeb-4b70-93ee-83454c818a1b,734,38,4,0,222585,295592,0,0
685be17d-ff7a-49bb-977f-38b076f00fa6,723,19,3,0,114608,141020,0,0
d7f9a5a2-dc60-48de-917f-fd87fdc57531,,13,16,0,478439,958430,0,0
8348ada6-7f42-4f31-a6a8-db4066751c4c,737,NA,21,0,700074,2167396,0,0
7275d039-c4be-411f-a7f8-68cdd3c5e77e,731,29,17,0,238260,544126,0,0
e35cfe9f-316e-424a-b4a8-0f37206edb21,738,49,8,0,591679,923318,0,0
232794ee-28cd-44aa-ab85-0f45dd9e0376,742,71,13,0,281067,468930,0,0
9b7e1c00-7fef-4fe9-8122-a56811b74492,739,NA,6,0,186466,391116,0,0
e6abae68-8b03-4e99-901c-35920f712ed5,,73,17,0,264746,366696,0,0
cab6e24f-a4a5-46e9-9f87-3f94b0b5481e,,50,17,0,240616,460526,0,0
a2ed3f51-c6b5-4408-87f5-8dcc2dcb81b2,664,NA,4,0,42579,82720,0,0
27a07360-9cfb-467e-89cf-43d532215cd9,,26,5,0,53941,103092,0,0
e02bb1d4-1a63-4784-9753-ddf4f5f32037,715,NA,13,0,846982,1592052,0,0
a8960ba3-7172-4969-ada6-31e968fba022,,14,21,0,553337,774730,0,0
77d82639-17f6-41b4-b5e7-6c6e93754a1a,720,NA,5,0,87913,199606,0,0
459d2d8b-9b4a-4782-9421-d656606ebbea,683,NA,15,0,465177,865964,0,0
664a0815-31e2-4349-b3b4-ce77c10b3796,741,NA,11,0,64049,152592,0,0
b6868233-2b7f-489a-b26b-ec4793b70ec6,727,NA,12,0,161861,551254,0,0
33f57945-ae14-4df8-91b0-20b67e6449b0,745,NA,8,1,127965,309342,1,0
f451cab5-48e3-4c1c-b109-ea61712e5191,743,NA,10,0,380494,523842,0,0
fc144836-0aa3-4f7c-b5d5-91e3f60112bc,,80,13,0,273144,381964,0,0
d6916f70-a4ae-42aa-bc9a-d755f3de4dc6,726,5,10,0,74518,277420,0,0
05012d0b-60ab-43d8-a2c4-621eee7171bb,710,13,9,0,378765,697246,0,0
28f5ddb0-da1c-43ca-ac9e-a450c2e45c3d,686,57,6,0,173869,438592,0,0
b0b8cd3c-72ca-44ab-9c22-68f3145ec22a,623,NA,13,0,475228,1160896,0,0
95fefe9b-6324-43d1-9289-14afe39edd6f,708,NA,9,0,38608,63844,0,0
d5057c00-9913-49f9-9792-17bcb958de38,743,NA,9,0,499244,798446,0,0
