Customer ID,Annual Income,Years in current job,Home Ownership
37ab2512-1109-4f6c-a4a4-60b7973fe9e3,,10+ years,Own Home
b38360c6-94de-4a49-9b6f-6aab5fea03ad,1398514,3 years,Own Home
5d59eca1-c3aa-4090-a044-5913afa3dfd1,2531750,3 years,Rent
b8d4e13e-1e10-4f23-afdf-53512d0a272e,1537594,10+ years,Home Mortgage
7c4a3433-85b0-4841-822d-419d1364166f,1158354,< 1 year,Rent
2787e0d0-d81a-43a7-8cb8-f51e60ca09bb,654018,1 year,Rent
47ba5de2-ed0c-49e5-9565-d1b1f5d060a7,1258009,1 year,Rent
ca456d84-0a8b-458a-a50e-ea32765e29fe,1603866,2 years,Home Mortgage
1035e8c2-af40-4aae-94db-ce840de4f1be,538973,1 year,Rent
409ce220-c0f1-4bbb-af1a-2b98905bf5da,,2 years,Rent
56a6c158-040d-4b73-8fa5-c2668f7f0926,465994,7 years,Rent
436cb66d-3f1b-4409-b8de-ae19d982ba9f,1072303,< 1 year,Rent
f49db54f-d49d-49a2-b054-183b6e722d20,1531096,5 years,Rent
f1b24bcb-89e8-4603-83e8-bbb534479a92,659946,1 year,Rent
712c420e-4799-407d-8505-8a17d8d03050,969722,8 years,Rent
e2c6d351-7cae-46be-bf4e-74e2b830377d,1855293,6 years,Home Mortgage
01535f4e-cf5e-42e3-a850-bc53e76f4c6c,1178361,3 years,Home Mortgage
52b7edcf-7993-4a2e-b94e-77dd49c98978,2024203,10+ years,Home Mortgage
06f53b54-731a-4141-a6a4-29937fcfdb3c,,6 years,Home Mortgage
9d4a2dc1-080a-47a6-bb52-0f2244016c8c,,10+ years,Home Mortgage
251ec4c5-8117-421f-9ac2-ff450051a739,1252537,< 1 year,Own Home
be81309c-aabc-4274-9443-edcad2928736,,5 years,Home Mortgage
2d7c965a-0c20-472f-9b92-4363632f7193,1053151,3 years,Rent
e6e9a17d-9f37-4408-a857-a873156703fe,1043955,9 years,Home Mortgage
0619c38c-b657-49cb-9572-0218418d5775,2999264,5 years,Home Mortgage
adeed771-7c5f-47e2-85d6-6fcb808d30ee,1366214,4 years,Rent
5ad327f2-fe73-410c-9847-4bfae5e60716,,10+ years,Home Mortgage
38cff654-40b4-48da-9619-f5aafa5b2c94,594244,1 year,Rent
bac6d888-4713-4baa-a6d5-6287ac8cdf68,,7 years,Rent
674a2fa6-809e-4d73-894a-b90ff345c24c,880156,3 years,Rent
5c784f11-b3bc-4dd4-91cb-bf1487c8b314,,1 year,Rent
3bd2d89b-6eae-4364-93cd-7500561a6e9e,904799,3 years,Own Home
db8bff5f-9289-4d70-887e-788f20f5c1f4,2158134,10+ years,Home Mortgage
bde4620e-6a85-4d23-b154-9c30dfacdcaf,,1 year,Rent
b9254a96-7185-49bb-a1a9-ab93a4adbe24,,1 year,Own Home
613b0509-e90e-4dee-b088-eab0ebda1f67,1052638,2 years,Home Mortgage
8807cf43-5f4e-48b0-b4ff-11cda38f33a9,1341590,10+ years,Rent
f9913c9e-1e7b-41ae-9e46-0d73c6166aee,347054,2 years,Rent
97f34610-3a0a-46d9-b365-7b1cda107414,4419381,8 years,Home Mortgage
a2b22e0e-a6ec-43a7-bce3-3ff97087d8c3,,2 years,Home Mortgage
9bbdd8c7-7ecd-4033-92b2-7221b1da2c84,,< 1 year,Home Mortgage
de73096d-54f7-4912-9b50-45ec61040ead,769652,4 years,Home Mortgage
e79f3c36-08cc-4010-8897-02f3a04c8e83,,1 year,Rent
929babaf-4dac-476d-9e60-d9d1c0e5beed,898320,6 years,Rent
3281e027-8e3b-462c-bdab-f1949260c018,,1 year,Home Mortgage
a26ee8c4-8176-4c88-b87a-14af394cdd30,2881065,10+ years,Home Mortgage
cf3ab5ab-5473-4da1-a735-6713995a17b1,1511754,10+ years,Rent
38ebc68a-6b8c-447b-b154-8ebb0475b596,1122843,10+ years,Home Mortgage
a0de5fce-da4d-4c61-9b0a-66554a5b8b3d,2354575,10+ years,Home Mortgage
39526c1d-ccdf-473d-a38d-f0778d1b85de,,3 years,Home Mortgage
f54319f3-8873-4ea9-ab98-969b7db7e19d,1116972,< 1 year,Rent
22588234-8093-40b5-8799-f76a8784acf9,,10+ years,Home Mortgage
e180cbaf-0f10-46bf-9b9a-d7798b7c2688,732469,5 years,Own Home
9aff5202-bcfc-4620-a0f0-f6117612caf5,,5 years,Home Mortgage
aa5b5b07-2b37-440c-8752-889124c4b468,1670157,< 1 year,Home Mortgage
72a5207b-0fda-409b-b136-9d48485c4c19,,7 years,Home Mortgage
cea95c3f-e781-4233-bc63-33a1d3dc7354,1172813,4 years,Home Mortgage
635ac112-8767-4b3e-bbad-3ee539b8783c,1119366,7 years,Own Home
1801d012-7bf9-4701-ab5b-8db1612fbee7,,< 1 year,Rent
c671effa-bcff-4530-aada-3a21b1b99a7d,983668,2 years,Home Mortgage
09e4d6ab-4eea-481f-aaac-11bcb300d909,,9 years,Home Mortgage
97f8784d-e047-4b0d-ab76-7ec1a65b0450,,10+ years,Home Mortgage
060b382c-b16a-489d-b72e-c01a6419af90,687553,4 years,Rent
14241c76-a773-4f30-9e94-6a1055054985,1821454,2 years,Rent
5d6c3870-c23b-428f-b830-4beb76df6755,609387,7 years,Rent
f5439ed9-978d-4b64-a9ef-240e38df395a,1024936,10+ years,Rent
099579b9-1bf9-4f5e-9b76-392e5a30009d,,10+ years,Own Home
b9e5cf58-2c9a-4e26-bff0-65f973b4d6f6,2793000,4 years,Rent
007ad3c3-d89e-46c7-a885-7d3065e9fc86,792566,5 years,Rent
33a16a4c-7140-4fc2-a6c0-a8c0e6395b3c,545034,< 1 year,Home Mortgage
08197d7a-cc0a-45bf-b6e0-c5dbab510882,2326512,1 year,Home Mortgage
efb52042-01b7-46fd-8fb3-af6e2845c254,547219,< 1 year,Rent
5580ff31-462e-4297-bfbc-f3767acd8622,805239,10+ years,Rent
0baa2225-89eb-4ab0-bd8e-5914bf9ef46d,1330000,2 years,Home Mortgage
f73116d2-7699-4f1b-93c9-82bd6ba19876,1152426,5 years,Home Mortgage
ff2cc202-dbed-42f0-92a4-b01f82f05376,2251861,10+ years,Home Mortgage
6f3e743a-7f91-48ed-beaf-95c28ad82331,2583373,10+ years,Home Mortgage
d857416e-26e8-429a-ac11-acdf9bbb746f,,10+ years,Home Mortgage
e4d0785e-738b-4a30-b917-c7a7a75fa490,446747,n/a,Rent
0970fe96-8bcf-4cb1-bee0-8a484f66a20f,680637,9 years,Rent
aaeed2d0-a2a9-43a5-a94a-95959cd74f6a,1027026,6 years,Rent
d7c9fe11-e4e8-4b67-a05d-98f259332e2e,540189,< 1 year,Rent
389b01cc-8403-46d3-8001-0d08f78cb291,1296522,5 years,Rent
cf34ea90-7af0-43dd-a93e-4295f3c38746,1152312,2 years,Rent
ed1ac2c7-b87e-4f4c-8b54-2dd54a3a3ed0,738340,4 years,Rent
d016e0fb-892a-4f15-83e3-e511e1ca46db,1759742,6 years,Home Mortgage
9960ce50-62b4-4a3e-9c96-f0659b210934,768512,n/a,Home Mortgage
a04f7ccd-ee33-4f69-8485-f03ca39a53e7,1310848,3 years,Own Home
53094735-f81b-4f9e-973c-9850b92df84f,1235494,10+ years,Own Home
200b208b-723c-4076-9e29-92ebe8ee4433,641478,4 years,Rent
35c69687-d0e9-4005-93e8-734eae4e7610,1548728,10+ years,Home Mortgage
e7588351-44ce-493d-b00b-2548da44e701,1491576,3 years,Rent
ee72345d-92e0-4307-8096-ad79f28a3607,925376,7 years,Rent
2ec1ef18-7575-4114-8c05-d17cbf8732e4,1203023,n/a,Home Mortgage
8102560e-9ec4-4155-bb94-4adf5ac674cd,1631511,3 years,Home Mortgage
329d306d-4635-4de9-b6ed-346c8cf695ab,742368,< 1 year,Rent
c5d7e50b-ab93-4c61-ac41-39e01f59498e,721506,2 years,Rent
a1f85b3b-dbd0-4ea7-9b2a-2ab84929842d,1706238,3 years,Home Mortgage
6331011d-a0a7-4849-8ea5-97374ac541e5,1229072,6 years,Rent
f8ba07a0-4314-48b8-8f02-39ce6ed589d7,1445444,9 years,Home Mortgage
2f2ccfa5-8cd6-4058-b697-ce711ebd585e,1087750,10+ years,Home Mortgage
f18f0022-83cc-4f2a-b74c-62cc899663c9,727928,n/a,Home Mortgage
5b48a118-3816-47da-a1db-6dc7e7f00cf2,2834325,1 year,Rent
0ff794a2-68fe-4353-938c-85625796d657,1148094,2 years,Rent
be3e1d87-96b8-4ae4-a85c-1ce1b3dfbef7,592781,5 years,Rent
973c43fb-79cf-4300-abcd-c8b51b142712,337326,n/a,Rent
9fef98b5-6e59-4023-8839-b4ab5e9f7ac6,,6 years,Own Home
5e6146a4-f4d3-419f-9f3b-7c1543a9bc56,507623,3 years,Rent
dd90b794-8526-4ca0-b357-1ea94ba76810,,10+ years,Home Mortgage
f7973dd0-f9be-429a-912b-65115ecbd62b,1089745,< 1 year,Rent
3d7d07af-730f-4be4-86a8-7df05c582f33,1270074,8 years,Rent
a0605045-b28b-4e89-87b4-d508cf768b7a,723235,10+ years,Home Mortgage
60daffc8-98f7-4952-a58a-20273e98c90d,1156986,10+ years,Rent
a5358f92-f63e-4f20-b5ee-e494004abf70,675374,1 year,Rent
715d78d3-428d-4625-ac66-cc4b36a44a57,633023,5 years,Rent
db225aba-0938-404e-8fae-64e11aad96bc,,2 years,Rent
d87e1610-1f5e-4a59-bb09-1a8d2491afbc,1356201,2 years,Home Mortgage
66521385-a7b9-4b76-8c29-16a7341bbeb2,,3 years,Rent
ff926268-ba12-4cba-83b3-1c3a524bd8ed,1188526,10+ years,Home Mortgage
ce728137-950a-44d5-8363-5e1304739533,573610,3 years,Rent
6c560be0-5cce-492e-9e94-d861391784eb,,7 years,Home Mortgage
f76952ce-7339-4621-97a3-8d866f24374d,800261,5 years,Rent
f1cc16d8-45ae-4cd1-8449-752fa3497594,1426710,10+ years,Rent
23cf75b6-6195-4359-90a2-a4908b726f75,1924890,9 years,Home Mortgage
04801989-6d34-4f66-92bd-ac0c41090ddc,875444,10+ years,Rent
cc6fee92-5167-4ea3-b4a4-ba50c485db48,1610117,6 years,Home Mortgage
e7ba2a66-4034-4307-97b4-fefb1661ac9d,,5 years,Home Mortgage
63fa676e-8d08-411a-8163-a4db756b538a,1349551,10+ years,Home Mortgage
d9187d46-2f2c-4193-8cdc-cbef8da9aa68,921671,6 years,Rent
67d73905-8451-49e5-b202-ecdd16012ac1,537130,2 years,Home Mortgage
e43dc552-2145-4b23-bd74-ead9e1357e28,1275071,n/a,Home Mortgage
a301a986-36e5-4017-967e-d2c69ba819bf,,2 years,Rent
e475d8c3-6dbb-4729-a055-f0e63f8da2d6,,10+ years,Rent
6c04feb6-8286-44c4-a43f-5dfe49a4460e,1031320,10+ years,Rent
2c968429-7b23-4584-8993-d437dba81196,894672,3 years,Home Mortgage
c4d576df-9b65-46b3-931b-16324ab09712,1720431,4 years,Rent
6296bf5e-ae56-42b3-ba14-e41a3c905561,785517,10+ years,Rent
93777e95-efda-4998-88c9-423649902e88,1144902,10+ years,Home Mortgage
cc518ddd-47f7-4d59-ab0e-83aaa3183252,1487168,10+ years,Home Mortgage
d2fec888-4103-4101-9ce7-d6dd82cd50a9,1093621,3 years,Home Mortgage
ef2e0d49-155b-4b07-8be9-111e84e1117c,1255748,10+ years,Rent
b471ab6e-14eb-41c6-83e4-3cbacde6c6e2,1299049,4 years,Rent
2c291144-c4a2-4067-875d-213d26323fd2,863550,10+ years,Own Home
7f66e995-f33d-4996-a180-029abf0f2dad,2104592,2 years,Home Mortgage
2d5967a9-a86c-47a6-9283-1426364acdff,1519563,10+ years,Home Mortgage
296f0970-2a9b-48ad-9ec0-c6577a99c3b9,,7 years,Home Mortgage
376478bf-adec-4c0f-9d17-f6aeaf85a13f,533976,10+ years,Home Mortgage
fe1dcf58-664f-41eb-b14d-5e8454d58867,764408,8 years,Home Mortgage
e321a567-1938-4087-b0ee-ce7a93ecdcb3,1922990,8 years,Rent
a75f6bc0-81c9-4d1e-8fac-372da5172c8c,1375163,1 year,Rent
78460df5-2ba8-4357-ac43-6084a599bfce,1113552,8 years,Rent
dac1f3db-4d70-4b5b-a42f-ce4aa3f97402,963965,8 years,Own Home
2087f302-7598-4b95-9fb2-fec077401913,,9 years,Rent
72bbf9b1-f94f-4dd2-8008-a6e424356e07,1258579,2 years,Home Mortgage
78043bc5-7743-48f3-9d66-12d3d893f03f,,9 years,Home Mortgage
5c3b33ec-cf61-4d6a-88ac-6b5ecd8ab57e,1502368,10+ years,Rent
8e01e2dd-07f4-4910-9159-b8fc9289d5bc,668401,4 years,Rent
84949872-3d2f-4b10-84e4-decef129b9c6,1895440,1 year,Home Mortgage
26c3965b-a212-49e9-b44b-40485d95f4e9,1050966,9 years,Home Mortgage
16994a7c-df1e-45db-ac41-4f73eaf587cf,2611094,2 years,Home Mortgage
93512cec-c69a-40ec-a6bf-edb520b71254,1816191,10+ years,Rent
2c58005c-2cb9-45b5-9b0c-466b960794df,2328564,3 years,Home Mortgage
7b3c53cb-c432-442a-9256-88fb26a4f237,1095464,10+ years,Home Mortgage
a5b820ea-2ca4-4a9d-bf4a-cf7240436cd1,1156074,10+ years,Rent
428a50d6-355b-4ab7-b221-084bc0cb0a3b,1304787,9 years,Home Mortgage
2276269e-b385-4262-a303-f58a30f8684e,968620,2 years,Home Mortgage
ea991e11-50a0-4915-8f32-c06710aa08fa,750728,8 years,Rent
4199a89e-5913-4d5a-8ce2-fbbb8d41de77,,< 1 year,Rent
67774e28-7397-49a9-a86e-3a7d7fd26df9,1787064,10+ years,Home Mortgage
2ed36321-e571-4ed9-9ff6-a96b5afb26aa,1386734,10+ years,Rent
f1c06e52-774d-44f8-80e7-3c6a34dca06f,1091455,10+ years,Rent
3536bbf6-4e1d-4dd9-bbd5-6afc87f4438b,916009,10+ years,Rent
dcc7672a-67ea-4bb3-b6ee-58b4a81f4be4,2000795,9 years,Home Mortgage
ea4114d3-68b1-4a3d-96ee-7f40c49c417d,862011,5 years,Home Mortgage
30421483-43b0-45e7-ada8-22dd5e597520,914527,10+ years,Home Mortgage
2602e9ae-dc2c-45d3-abab-9fdcd25785af,675507,1 year,Rent
0cab33b3-e4ac-44a3-8cf9-e91aa5d4dcfa,2728837,1 year,Home Mortgage
3b2d324e-65eb-4eb0-ba41-ce82b1da057f,974548,10+ years,Rent
8e7754b2-44ec-471a-894f-bc184c6a41ef,611515,6 years,Own Home
0922d9e7-6e4a-408f-9fc2-38c91c6a0c81,1514072,5 years,Home Mortgage
9791c1c8-e7f6-46ad-9b80-e334f8c6a44b,1512248,10+ years,Home Mortgage
7177011c-ace6-4eb4-8581-4f1b43f35d6b,926421,1 year,Home Mortgage
9c23429e-d394-4d0f-a21f-3d188988a11a,,3 years,Own Home
3d222684-ac4f-4ca0-82dd-b9fcd5eff10c,1218204,10+ years,Rent
9298307c-a60b-4058-83c7-8cee620b679e,,5 years,Rent
2ee6d61b-a99b-4841-8109-aab207908c25,777841,8 years,Home Mortgage
b7a5575e-7b57-48d8-8403-a8908aeba557,,4 years,Rent
9ca82463-322d-428a-83ba-1215b3b0927a,1004492,7 years,Home Mortgage
dd89b042-2b10-48d8-86b5-fac0e7644c5f,163894,n/a,Rent
13e9acba-4e9a-4bde-80d2-a25411999945,1540691,10+ years,Rent
9052bc96-f8e2-4d3e-8538-ce0267695070,425467,10+ years,Own Home
6a5c4dbe-49f6-49f2-bc73-8866be0ed416,1527144,10+ years,Own Home
b7b07f08-00b6-40a8-a85a-5523d36b1ad3,597664,2 years,Home Mortgage
795019a9-b7ac-4ba3-bebd-481149ff03b7,1530640,8 years,Home Mortgage
4b4617c4-2191-4a81-8b2c-b618eae655b5,323988,2 years,Rent
2da793ce-c591-4572-ad3b-a2d09fe3e96d,3637797,5 years,Home Mortgage
c8f97192-1cb3-419d-9f19-5dc96653e951,475570,4 years,Rent
960c0c21-b0bf-49b5-9599-424bf5fceac7,463315,7 years,Rent
1c65ce41-363c-4f53-b0ae-327fff157f22,1146612,3 years,Home Mortgage
d240ac9d-208f-422e-8cef-2ea0bee1e2cd,,6 years,Rent
eddf442f-ae70-48b2-a2d0-49d4935e84ee,562419,5 years,Rent
5c1737ad-c152-4613-8416-4b96c4cc8778,675184,10+ years,Home Mortgage
d629529f-48fc-4c0e-99e4-19c0026fbaf4,1206937,9 years,Own Home
ab1d6f6c-997e-4ce0-a97a-d861f7287d18,937840,< 1 year,Rent
22cf354b-3e24-44d2-9f15-34bc09fe0de1,1333344,10+ years,Rent
edd0bb3b-7149-4c0b-8ad3-1a43f28071b6,778392,1 year,Rent
7778b8a5-7262-40ce-a8f7-136d0c5ca62d,863208,2 years,Rent
9fa95e4c-c4b6-4e18-8718-eda133ce5014,1145890,10+ years,Home Mortgage
0c52202c-64e3-4469-9f75-afd27027932d,926630,10+ years,Rent
b12a00e5-0ec7-45e5-a909-a4b7ba97f7e1,,8 years,Rent
0f87e972-e32a-4503-a21f-862e72a30f1f,,5 years,Own Home
55bfe2bd-8eb2-4a29-8e7d-d4c76126bb97,625138,7 years,Rent
a28bad7f-a99b-4e17-a6e0-15e10ddb6bab,1212029,2 years,Rent
5e4acb96-776a-4268-b2da-d4d689544d47,1147980,10+ years,Home Mortgage
5c1c8e67-7858-4307-8d15-0f0c9990703a,601255,10+ years,Rent
39711160-021c-4acb-8d08-13aafdda5f8b,920113,< 1 year,Rent
49462d58-330a-416e-9b19-630f811215b8,887433,n/a,Home Mortgage
c119fd58-c189-47f6-84b2-313086b724c0,861935,3 years,Rent
bf402a13-9eaa-4712-91ec-4dc534285144,2105238,10+ years,Home Mortgage
0ff3c8e1-6d5c-4448-adfc-66a51e6a7d09,889390,6 years,Rent
682f5f7e-c0d8-4969-8e71-076fd9cb698d,736877,4 years,Rent
152ff2c2-0e87-42d8-a135-81b3ec6fb826,,< 1 year,Rent
c6ffdabb-3e73-4f53-a326-006ce807b4be,1382668,10+ years,Home Mortgage
1c4a5e23-9008-43a9-84e2-b1d6ea8e7595,997994,8 years,Rent
b3b87d4e-3985-45b3-abe3-be2807113d49,,10+ years,Home Mortgage
95c0d8ab-071d-40bc-9a4f-b0d0b659bbcd,1069453,7 years,Home Mortgage
71d738f9-67dc-4455-bddb-2f5ca401daa1,2302800,4 years,Home Mortgage
a2896547-70e7-4f5a-8a05-d11c280fdb5d,1104014,3 years,Home Mortgage
af2d73f2-a8c4-4f56-97c6-2b1d459dbdae,,10+ years,Home Mortgage
deacab6c-1628-4677-b809-201e4317f5f4,929271,4 years,Rent
56cf4fcf-8747-4e4f-a231-cc3108b27462,,7 years,Home Mortgage
1eea7f68-bac7-4014-9247-bf18b16fd064,738093,1 year,Rent
4b47be59-8ecf-4e7e-be6d-dbf768311b5d,1527904,8 years,Own Home
8f1ad77d-61ac-44ac-94ba-eff781f7a8e6,749664,4 years,Rent
c366cd1d-9063-401d-b005-38299f56b242,947853,8 years,Rent
372f1926-d8ea-40e4-9e55-7944e69f2b1f,1684692,1 year,Rent
5dc7c599-ac7d-4038-ab54-f72a3c3b7129,924673,10+ years,Rent
82f91301-a951-4b6f-85a9-df14d0ce5794,,2 years,Home Mortgage
9030a1fc-1c71-4684-838f-42f1e57ac6d8,527060,2 years,Rent
16990189-e575-4cfc-90b0-833781a72061,,6 years,Home Mortgage
c7efbfff-b75f-4c37-9eca-aeb8c69926bb,541101,10+ years,Home Mortgage
0011d963-4e94-48a9-8aba-437cf94d566c,1347062,1 year,Home Mortgage
4f2b27ff-a6d4-42f8-aa1c-479b842c937e,640642,6 years,Rent
ff5a2d0a-db85-485d-a392-56b2151d39f6,560424,n/a,Rent
f0db7388-213b-44e1-9a97-47f71a484534,,10+ years,Home Mortgage
0ea8a464-3700-4242-b708-b64fb6d23ab5,2418947,4 years,Home Mortgage
de6b4297-fca3-4fd9-bfc9-36f13eb944d7,541025,< 1 year,Rent
672b33e0-d491-454c-83d9-36ab3369b5ca,754300,n/a,Home Mortgage
e46cbc8a-dbc7-48e5-ac70-0b1f52ef31ff,1375467,8 years,Rent
bf086ad0-8113-49c9-a274-b39a61a53a9b,,7 years,Own Home
356f97b3-57de-4a59-a721-030f6263adf8,1015341,10+ years,Home Mortgage
777a447f-6163-4277-af19-94b1a244c581,1359659,10+ years,Own Home
c948284f-aad2-4ddb-a046-5fd0fd9a34dc,649800,2 years,Rent
e6269a4c-9eab-45bd-98b2-e0d5ad567091,1263652,7 years,Home Mortgage
c8583f52-a025-4690-9598-bb4b83e1756f,1439117,10+ years,Home Mortgage
f08adfe2-0251-4879-97fd-62a6e72152e8,814017,2 years,Home Mortgage
25d6da18-d412-48ab-80d4-2364167e2a75,,10+ years,Home Mortgage
514355b1-bb7f-4b63-a921-065e7a788133,1155846,2 years,Home Mortgage
99dc561d-0efd-49be-b248-a2de2f24b88c,1081062,3 years,Rent
495951ab-62e5-4de9-b3e4-3e85d1a002c4,983155,10+ years,Home Mortgage
dde24651-bf24-46ab-9efb-c7d666a75f0a,1322419,10+ years,Rent
aadb893f-20d1-4b04-8512-013b359253cb,,8 years,Home Mortgage
7f08b903-2bf5-41ad-aa2d-6c87d0961dc2,1799186,10+ years,Home Mortgage
95b981a1-23d8-4f1a-9589-f9ba963d85ea,1712641,10+ years,Rent
c82fc3c0-47a7-4630-b3cf-ed91b533924e,1438908,5 years,Home Mortgage
09bcd043-c43c-4956-95f1-bc70e7053a19,1262303,3 years,Rent
664b7e8a-b1cc-444c-b6bc-31ea54a05205,652498,< 1 year,Home Mortgage
884478fd-e4e3-4583-92df-012067354f51,1237356,4 years,Home Mortgage
e8773c34-459a-4c20-999a-dd6359b03180,1628566,2 years,Rent
2a9ca40b-9c91-472c-849e-feea288592c9,2298468,10+ years,Home Mortgage
270f27a8-62b0-4554-ae31-3746947cc65a,1509968,4 years,Rent
e979ea5a-d4f0-461b-8955-16bb4d6ee55e,672581,7 years,Rent
0c525c1d-15ec-499e-858d-4b32a5fa8a97,2509767,2 years,Home Mortgage
31e83298-7512-4251-b6c4-cc31123a2134,1988312,2 years,Rent
3de85843-f8a6-49e0-819c-38021fede539,852435,10+ years,Rent
4009449a-73ab-4c82-a504-1426eb94ede2,,< 1 year,Rent
6a24d9b3-992e-421b-8f1e-6ea5c8b79517,1135440,n/a,Home Mortgage
b0082c18-9d4a-4152-a4cd-2dacc85279f0,3320896,10+ years,Home Mortgage
2e524818-0022-473b-86f8-9f18fc9c3702,613282,6 years,Rent
62de8970-c38e-4bb3-b9e6-27086bf21677,471637,4 years,Rent
7350e80c-cbb4-4245-89a5-b2fe4213cf8d,,6 years,Home Mortgage
46aab7e8-1422-4f90-8242-5dfe5c87c0e6,1732439,< 1 year,Home Mortgage
c20e4da8-13ef-483e-88ed-b51d9681fb77,761672,4 years,Home Mortgage
b35f19f9-c70f-486b-8df1-35ddf9cd1050,,1 year,Rent
b51058bc-dede-4e44-a255-744f29e19cee,1120164,2 years,Rent
8e652590-6fdc-4485-b9a6-0d02abb4335a,1119822,< 1 year,Own Home
3f1285fe-39ed-4953-a670-dab08d32d843,841586,8 years,Rent
4e864bd5-9899-4198-96f1-7ea1db9f4dc8,856520,5 years,Rent
00aa5442-b0ee-4c58-9b80-c67da6e37ce1,591660,3 years,Rent
888e3937-5540-48be-ad17-505387c8d038,1209312,10+ years,Home Mortgage
b3065ae8-7dc1-41e6-8ff3-b3857eb8ff15,,10+ years,Home Mortgage
16067995-20da-4383-85d4-872d6288a31e,,10+ years,Home Mortgage
4b7f608e-b385-402c-bdc0-4cb9013bca5a,1121171,10+ years,Home Mortgage
7929ebba-0d80-4adc-becd-726930d54d89,1607894,7 years,Home Mortgage
84b4e295-2c7f-4334-b7dc-145adebc36bd,,4 years,Rent
8e8af5be-1121-48e4-b774-f9b224498509,1011902,4 years,Home Mortgage
399c4cdb-bdc9-41ba-9713-f0b92a73eefb,1772339,3 years,Home Mortgage
5179a6f1-1d58-417f-bac9-3fcc895e707f,394250,4 years,Rent
59a9c48f-b2b7-4cb6-b5ec-f8f142b47733,664335,7 years,Rent
0b27a830-3155-4ddd-a535-b86d51e7c765,740221,1 year,Home Mortgage
3b92eb24-66ac-402c-8c54-42277f8ea9ee,1115832,10+ years,Rent
56b73cd3-d90c-4b5b-bf16-dee896906d0d,1316092,10+ years,Rent
4841707f-2188-458b-a2d9-b138d4e4456a,1563282,10+ years,Home Mortgage
95bb242e-18fd-4ebf-ada6-b3f5c8fbc7ef,893228,< 1 year,Rent
a9c55715-17a2-442b-a43d-7168252dcb30,1842259,10+ years,Home Mortgage
613de8b8-ce74-497c-bca3-0d672b787801,1621308,9 years,Home Mortgage
44314b3e-fa95-444c-811d-63d7a5d563df,,9 years,Rent
a105b38f-ed70-45ec-bcf8-f2fc5a7ac9ff,1394657,10+ years,Own Home
1a652707-b3e3-4c46-99f2-b4a870332a67,1927265,10+ years,Home Mortgage
30a3ca4e-580c-4b39-bff1-8e8b69dd97c5,,10+ years,Own Home
c44c4bf7-5efa-4435-bdfe-0a9612b2c398,,5 years,Home Mortgage
ca922950-bffd-483e-9009-070f9fd43a85,906167,7 years,Rent
8ef9ee22-d3f4-4980-8264-ec0c724e9797,866666,1 year,Rent
16b9312b-1d81-4349-81c4-956c56a9ada1,2590821,3 years,Home Mortgage
9e4e0652-8c07-4251-aa07-dcbb6fdd6ec6,,1 year,Rent
b50edc06-6139-49c8-8bde-5188e599fd18,1294964,10+ years,Home Mortgage
1650d28c-1c24-4781-9757-125a91761f39,,n/a,Home Mortgage
808d9f90-ec1d-4963-902b-e3d901b163f6,1300208,6 years,Home Mortgage
4b3c1819-c431-4c4d-8dbf-bac548fb1d7f,,10+ years,Home Mortgage
9354d0db-bde9-4160-ad00-bb3f1cd7560e,1025525,1 year,Rent
778286ba-0718-48f8-8adc-400fcda84d7f,,10+ years,Rent
46f40039-ae02-47ac-a085-d3ee35681ee7,1126776,10+ years,Home Mortgage
30d13420-35b2-488d-9437-0a42c9dd8d56,800869,2 years,Home Mortgage
2a32de79-61d9-4347-b3d1-d64463238a08,579101,5 years,Rent
3a5b059e-2f2c-4663-8474-a670510af08c,576897,1 year,Rent
bc8395f3-a89b-42fc-8a05-536a5e430826,388493,10+ years,Own Home
9b3aac01-79bd-44ba-ab69-87632bcf4efa,1689366,10+ years,Own Home
e567ca73-ad9d-423a-b97e-203a944f0fd6,958626,6 years,Rent
18c681d0-9e8a-41a0-b91e-e401d13157dd,616702,4 years,Rent
050ab1a4-5086-4878-889d-6a34ac8b2301,1044487,10+ years,Home Mortgage
5a2cc092-3310-4ed7-97c7-9c6afcf83575,1394372,2 years,Home Mortgage
9fb34bbd-ca1a-4fcc-b9ed-597d4bbd3829,378119,4 years,Rent
ae67e7ee-12b4-46e4-91f2-0ac9b9b15f6a,1756037,10+ years,Own Home
139e12b1-830c-4c3f-a553-c023c0f77818,446899,< 1 year,Home Mortgage
91e4ce3b-d824-4041-aedb-fb4f64142cd9,704387,4 years,Rent
b25fa202-b3e5-4990-a9cc-1e4f6c2fe284,,< 1 year,Home Mortgage
640502b0-df37-4671-b732-b844ee59d642,1058490,10+ years,Home Mortgage
3dae44fe-b3d6-4a3d-a41d-46e9733e228e,957315,5 years,Rent
97f59341-7d46-4480-97c2-6901b5410039,1420155,7 years,Home Mortgage
ff2688db-6f34-497a-bcc9-9ddbdbb0478f,930240,3 years,Rent
e9388f67-3b43-4cac-9733-23928b4ce794,,5 years,Rent
12d87594-e9e9-443f-be2b-8f8524cc206f,1348031,5 years,Rent
79da89e8-60bb-4274-a973-891bed760fe9,152114,n/a,Rent
2e6080b7-e9dd-4b96-aa0d-a50bc58f436c,1043233,10+ years,Rent
b3da38d0-7c89-49a2-99a2-f8878a222333,1131526,6 years,Home Mortgage
fbf2a4e1-692e-4d7e-9896-b902e1839ada,1465223,10+ years,Home Mortgage
